tourn_id,tourn_order,tourn_place,tourn_name,tourn_link,tourn_start_date,tourn_start_year,tourn_start_day,tourn_start_month,tourn_end_date,tourn_end_year,tourn_end_ay,tourn_end_month,tourn_currency,tourn_value,tourn_value_Date,tourn_round,tourn_round_order,match_order,winner_id,loser_id,winner_seed,loser_seed,match_score,winner_sets,loser_sets,winner_games,loser_games,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_url
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Finals,1,1,re44,mw02,2,,62 76(3),2,0,13,8,1,0,2020-451-2020-7-1-re44-mw02,/en/scores/match-stats/archive/2020/451/ms001
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Semi-Finals,2,1,mw02,w367,,1,36 75 63,2,1,16,14,0,0,2020-451-2020-6-2-mw02-w367,/en/scores/match-stats/archive/2020/451/ms002
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Semi-Finals,2,2,re44,ki95,2,,63 61,2,0,12,4,0,0,2020-451-2020-6-1-re44-ki95,/en/scores/match-stats/archive/2020/451/ms003
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Quarter-Finals,3,1,w367,bh09,1,,63 64,2,0,12,7,0,0,2020-451-2020-5-4-w367-bh09,/en/scores/match-stats/archive/2020/451/ms004
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Quarter-Finals,3,2,re44,h996,2,,64 63,2,0,12,7,0,0,2020-451-2020-5-3-re44-h996,/en/scores/match-stats/archive/2020/451/ms007
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Quarter-Finals,3,3,ki95,f724,,,62 60,2,0,12,2,0,0,2020-451-2020-5-2-ki95-f724,/en/scores/match-stats/archive/2020/451/ms006
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Quarter-Finals,3,4,mw02,v306,,,64 46 64,2,1,16,14,0,0,2020-451-2020-5-1-mw02-v306,/en/scores/match-stats/archive/2020/451/ms005
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,1,w367,ca12,1,,63 64,2,0,12,7,0,0,2020-451-2020-4-8-w367-ca12,/en/scores/match-stats/archive/2020/451/ms008
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,2,re44,k926,2,,64 62,2,0,12,6,0,0,2020-451-2020-4-7-re44-k926,/en/scores/match-stats/archive/2020/451/ms015
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,3,ki95,t786,,3,76(9) 61,2,0,13,7,1,0,2020-451-2020-4-6-ki95-t786,/en/scores/match-stats/archive/2020/451/ms013
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,4,mw02,r975,,4,76(4) 76(4),2,0,14,12,2,0,2020-451-2020-4-5-mw02-r975,/en/scores/match-stats/archive/2020/451/ms010
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,5,h996,db63,,5,61 63,2,0,12,4,0,0,2020-451-2020-4-4-h996-db63,/en/scores/match-stats/archive/2020/451/ms014
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,6,v306,kb05,,6,75 46 60,2,1,17,11,0,0,2020-451-2020-4-3-v306-kb05,/en/scores/match-stats/archive/2020/451/ms011
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,7,bh09,bk92,,,63 75,2,0,13,8,0,0,2020-451-2020-4-2-bh09-bk92,/en/scores/match-stats/archive/2020/451/ms009
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 16,4,8,f724,i306,,,61 64,2,0,12,5,0,0,2020-451-2020-4-1-f724-i306,/en/scores/match-stats/archive/2020/451/ms012
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,5,db63,su87,5,,61 36 62,2,1,15,9,0,0,2020-451-2020-3-12-db63-su87,/en/scores/match-stats/archive/2020/451/ms028
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,6,kb05,e831,6,,46 63 63,2,1,16,12,0,0,2020-451-2020-3-11-kb05-e831,/en/scores/match-stats/archive/2020/451/ms023
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,7,bk92,me82,,7,63 64,2,0,12,7,0,0,2020-451-2020-3-10-bk92-me82,/en/scores/match-stats/archive/2020/451/ms019
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,8,f724,td51,,8,64 46 64,2,1,16,14,0,0,2020-451-2020-3-9-f724-td51,/en/scores/match-stats/archive/2020/451/ms024
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,9,bh09,y268,,,36 64 63,2,1,15,13,0,0,2020-451-2020-3-8-bh09-y268,/en/scores/match-stats/archive/2020/451/ms018
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,10,ca12,bk24,,,63 36 63,2,1,15,12,0,0,2020-451-2020-3-7-ca12-bk24,/en/scores/match-stats/archive/2020/451/ms017
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,11,h996,cf01,,,63 64,2,0,12,7,0,0,2020-451-2020-3-6-h996-cf01,/en/scores/match-stats/archive/2020/451/ms029
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,12,i306,be90,,,62 46 62,2,1,16,10,0,0,2020-451-2020-3-5-i306-be90,/en/scores/match-stats/archive/2020/451/ms025
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,13,ki95,tc61,,,64 62,2,0,12,6,0,0,2020-451-2020-3-4-ki95-tc61,/en/scores/match-stats/archive/2020/451/ms026
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,14,k926,j267,,,60 63,2,0,12,3,0,0,2020-451-2020-3-3-k926-j267,/en/scores/match-stats/archive/2020/451/ms030
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,15,mw02,sl08,,,76(3) 64,2,0,13,10,1,0,2020-451-2020-3-2-mw02-sl08,/en/scores/match-stats/archive/2020/451/ms021
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,Round of 32,5,16,v306,a596,,,64 63,2,0,12,7,0,0,2020-451-2020-3-1-v306-a596,/en/scores/match-stats/archive/2020/451/ms022
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,2nd Round Qualifying,6,1,f724,v708,1,,46 61 64,2,1,16,11,0,0,2020-451-2020-2-4-f724-v708,/en/scores/match-stats/archive/2020/451/qs004
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,2nd Round Qualifying,6,2,y268,dh50,2,5,36 75 64,2,1,16,15,0,0,2020-451-2020-2-3-y268-dh50,/en/scores/match-stats/archive/2020/451/qs005
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,2nd Round Qualifying,6,3,bk24,mj08,3,6,64 64,2,0,12,8,0,0,2020-451-2020-2-2-bk24-mj08,/en/scores/match-stats/archive/2020/451/qs006
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,2nd Round Qualifying,6,4,mw02,p09z,4,,62 64,2,0,12,6,0,0,2020-451-2020-2-1-mw02-p09z,/en/scores/match-stats/archive/2020/451/qs007
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,1,f724,gc89,1,,64 16 63,2,1,13,13,0,0,2020-451-2020-1-8-f724-gc89,/en/scores/match-stats/archive/2020/451/qs008
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,2,y268,z367,2,,61 61,2,0,12,2,0,0,2020-451-2020-1-7-y268-z367,/en/scores/match-stats/archive/2020/451/qs010
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,3,bk24,ce25,3,,62 46 63,2,1,16,11,0,0,2020-451-2020-1-6-bk24-ce25,/en/scores/match-stats/archive/2020/451/qs012
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,4,mw02,mf35,4,,64 64,2,0,12,8,0,0,2020-451-2020-1-5-mw02-mf35,/en/scores/match-stats/archive/2020/451/qs014
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,5,dh50,ml57,5,,63 62,2,0,12,5,0,0,2020-451-2020-1-4-dh50-ml57,/en/scores/match-stats/archive/2020/451/qs011
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,6,mj08,n0ck,6,,62 60,2,0,12,2,0,0,2020-451-2020-1-3-mj08-n0ck,/en/scores/match-stats/archive/2020/451/qs013
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,7,p09z,d923,,7,46 76(5) 75,2,1,18,17,1,0,2020-451-2020-1-2-p09z-d923,/en/scores/match-stats/archive/2020/451/qs015
451,2,Doha,doha,/en/scores/archive/doha/451/2020/results,2020.01.06,2020,1,6,2020.01.11,2020,1,11,USD,1359180.0,2020-01-01,1st Round Qualifying,7,8,v708,k336,,8,67(10) 63 62,2,1,18,12,0,1,2020-451-2020-1-1-v708-k336,/en/scores/match-stats/archive/2020/451/qs009
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Finals,1,1,re44,hg86,3,,63 60,2,0,12,3,0,0,2020-8998-2020-7-1-re44-hg86,/en/scores/match-stats/archive/2020/8998/ms001
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Semi-Finals,2,1,re44,ag37,3,2,76(5) 67(7) 64,2,1,19,17,1,1,2020-8998-2020-6-2-re44-ag37,/en/scores/match-stats/archive/2020/8998/ms003
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Semi-Finals,2,2,hg86,pl56,,,64 67(3) 63,2,1,18,14,0,1,2020-8998-2020-6-1-hg86-pl56,/en/scores/match-stats/archive/2020/8998/ms002
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,1,ag37,bi81,2,,63 60,2,0,12,3,0,0,2020-8998-2020-5-4-ag37-bi81,/en/scores/match-stats/archive/2020/8998/ms007
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,2,re44,e687,3,,64 36 63,2,1,15,13,0,0,2020-8998-2020-5-3-re44-e687,/en/scores/match-stats/archive/2020/8998/ms006
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,3,hg86,cd85,,4,63 63,2,0,12,6,0,0,2020-8998-2020-5-2-hg86-cd85,/en/scores/match-stats/archive/2020/8998/ms005
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,4,pl56,r772,,,63 64,2,0,12,7,0,0,2020-8998-2020-5-1-pl56-r772,/en/scores/match-stats/archive/2020/8998/ms004
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,1,ag37,d994,2,,63 76(0),2,0,13,9,1,0,2020-8998-2020-4-8-ag37-d994,/en/scores/match-stats/archive/2020/8998/ms015
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,2,re44,q927,3,,63 63,2,0,12,6,0,0,2020-8998-2020-4-7-re44-q927,/en/scores/match-stats/archive/2020/8998/ms013
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,3,cd85,ca12,4,,63 62,2,0,12,5,0,0,2020-8998-2020-4-6-cd85-ca12,/en/scores/match-stats/archive/2020/8998/ms010
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,4,bi81,sl28,,7,63 64,2,0,12,7,0,0,2020-8998-2020-4-5-bi81-sl28,/en/scores/match-stats/archive/2020/8998/ms014
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,5,e687,bk92,,,75 62,2,0,13,7,0,0,2020-8998-2020-4-4-e687-bk92,/en/scores/match-stats/archive/2020/8998/ms012
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,6,hg86,db63,,,76(5) 63,2,0,13,9,1,0,2020-8998-2020-4-3-hg86-db63,/en/scores/match-stats/archive/2020/8998/ms011
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,7,pl56,c882,,,61 62,2,0,12,3,0,0,2020-8998-2020-4-2-pl56-c882,/en/scores/match-stats/archive/2020/8998/ms009
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,8,r772,mu94,,,76(3) 63,2,0,13,9,1,0,2020-8998-2020-4-1-r772-mu94,/en/scores/match-stats/archive/2020/8998/ms008
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,4,bk92,fb98,,5,64 76(4),2,0,13,10,1,0,2020-8998-2020-3-13-bk92-fb98,/en/scores/match-stats/archive/2020/8998/ms024
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,5,hg86,gd64,,6,76(5) 36 64,2,1,16,16,1,0,2020-8998-2020-3-12-hg86-gd64,/en/scores/match-stats/archive/2020/8998/ms023
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,6,sl28,ce25,7,,64 62,2,0,12,6,0,0,2020-8998-2020-3-11-sl28-ce25,/en/scores/match-stats/archive/2020/8998/ms028
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,7,c882,o522,,8,57 76(9) 76(2),2,1,19,19,2,0,2020-8998-2020-3-10-c882-o522,/en/scores/match-stats/archive/2020/8998/ms019
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,8,bi81,r612,,,64 26 60,2,1,14,10,0,0,2020-8998-2020-3-9-bi81-r612,/en/scores/match-stats/archive/2020/8998/ms029
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,9,ca12,sd32,,,63 75,2,0,13,8,0,0,2020-8998-2020-3-8-ca12-sd32,/en/scores/match-stats/archive/2020/8998/ms021
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,10,db63,p09z,,,76(3) 36 64,2,1,16,16,1,0,2020-8998-2020-3-7-db63-p09z,/en/scores/match-stats/archive/2020/8998/ms022
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,11,d994,d874,,,64 64,2,0,12,8,0,0,2020-8998-2020-3-6-d994-d874,/en/scores/match-stats/archive/2020/8998/ms030
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,12,e687,lb84,,,62 64,2,0,12,6,0,0,2020-8998-2020-3-5-e687-lb84,/en/scores/match-stats/archive/2020/8998/ms025
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,14,pl56,bh09,,,64 64,2,0,12,8,0,0,2020-8998-2020-3-3-pl56-bh09,/en/scores/match-stats/archive/2020/8998/ms018
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,15,q927,bk24,,,67(4) 62 76(5),2,1,19,15,1,1,2020-8998-2020-3-2-q927-bk24,/en/scores/match-stats/archive/2020/8998/ms026
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 32,5,16,r772,tc61,,,64 67(5) 63,2,1,18,14,0,1,2020-8998-2020-3-1-r772-tc61,/en/scores/match-stats/archive/2020/8998/ms017
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,2nd Round Qualifying,6,1,d874,ce25,2,7,76(4) 76(7),2,0,14,12,2,0,2020-8998-2020-2-4-d874-ce25,/en/scores/match-stats/archive/2020/8998/qs005
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,2nd Round Qualifying,6,2,pl56,j551,6,3,63 62,2,0,12,5,0,0,2020-8998-2020-2-3-pl56-j551,/en/scores/match-stats/archive/2020/8998/qs006
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,2nd Round Qualifying,6,3,bk24,mu94,4,5,67(5) 64 64,2,1,18,15,0,1,2020-8998-2020-2-2-bk24-mu94,/en/scores/match-stats/archive/2020/8998/qs007
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,2nd Round Qualifying,6,4,hg86,r612,8,,75 64,2,0,13,9,0,0,2020-8998-2020-2-1-hg86-r612,/en/scores/match-stats/archive/2020/8998/qs004
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,1,d874,w0c4,2,,60 62,2,0,12,2,0,0,2020-8998-2020-1-8-d874-w0c4,/en/scores/match-stats/archive/2020/8998/qs010
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,2,j551,sj55,3,,63 63,2,0,12,6,0,0,2020-8998-2020-1-7-j551-sj55,/en/scores/match-stats/archive/2020/8998/qs012
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,3,bk24,hb29,4,,61 63,2,0,12,4,0,0,2020-8998-2020-1-6-bk24-hb29,/en/scores/match-stats/archive/2020/8998/qs014
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,4,mu94,fa50,5,,63 63,2,0,12,6,0,0,2020-8998-2020-1-5-mu94-fa50,/en/scores/match-stats/archive/2020/8998/qs015
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,5,pl56,rh69,6,,62 62,2,0,12,4,0,0,2020-8998-2020-1-4-pl56-rh69,/en/scores/match-stats/archive/2020/8998/qs013
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,6,ce25,pg94,7,,46 75 63,2,1,17,14,0,0,2020-8998-2020-1-3-ce25-pg94,/en/scores/match-stats/archive/2020/8998/qs011
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,7,hg86,hh15,8,,60 63,2,0,12,3,0,0,2020-8998-2020-1-2-hg86-hh15,/en/scores/match-stats/archive/2020/8998/qs009
8998,3,Adelaide,adelaide,/en/scores/archive/adelaide/8998/2020/results,2020.01.12,2020,1,12,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,1st Round Qualifying,7,8,r612,mn44,,,64 60,2,0,12,4,0,0,2020-8998-2020-1-1-r612-mn44,/en/scores/match-stats/archive/2020/8998/qs008
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Finals,1,1,hh26,pd31,,5,76(2) 36 76(5),2,1,17,18,2,0,2020-301-2020-7-1-hh26-pd31,/en/scores/match-stats/archive/2020/301/ms001
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Semi-Finals,2,1,hh26,i186,,4,76(5) 64,2,0,13,10,1,0,2020-301-2020-6-2-hh26-i186,/en/scores/match-stats/archive/2020/301/ms003
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Semi-Finals,2,2,pd31,hb71,5,6,64 67(1) 62,2,1,18,13,0,1,2020-301-2020-6-1-pd31-hb71,/en/scores/match-stats/archive/2020/301/ms002
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,1,hh26,su55,,2,75 64,2,0,13,9,0,0,2020-301-2020-5-4-hh26-su55,/en/scores/match-stats/archive/2020/301/ms007
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,2,i186,e831,4,,76(5) 76(5),2,0,14,12,2,0,2020-301-2020-5-3-i186-e831,/en/scores/match-stats/archive/2020/301/ms006
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,3,pd31,mh30,5,,36 61 64,2,1,15,11,0,0,2020-301-2020-5-2-pd31-mh30,/en/scores/match-stats/archive/2020/301/ms005
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Quarter-Finals,3,4,hb71,l397,6,,64 67(11) 64,2,1,18,15,0,1,2020-301-2020-5-1-hb71-l397,/en/scores/match-stats/archive/2020/301/ms004
301,4,Auckland,auckland,/en/scores/archive/auckland/301/2020/results,2020.01.13,2020,1,13,2020.01.18,2020,1,18,USD,546355.0,2020-01-01,Round of 16,4,1,l397,f510,,1,36 64 63,2,1,15,13,0,0,2020-301-2020-4-8-l397-f510,/en/scores/match-stats/archive/2020/301/ms008
